indice,nombre,localizacion,año,kilometros recorridos,combustible,transmision,tipo propietario,kilometraje,motor,potencia,asientos,precio
398,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Mumbai,2013,75000,Diesel,Automatic,Second,15.73 ,1968.0,174.33,5.0,18.22921787709497
399,Chevrolet Cruze LTZ AT,Coimbatore,2017,31056,Diesel,Automatic,First,14.81 ,1998.0,163.7,5.0,18.22921787709497
400,Volkswagen Vento Petrol Highline,Pune,2011,61000,Petrol,Manual,First,15.04 ,1598.0,103.6,5.0,18.22921787709497
401,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,34782,Petrol,Automatic,First,16.9 ,1197.0,82.0,5.0,18.22921787709497
402,Hyundai i10 Sportz 1.2,Coimbatore,2012,31736,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
403,Nissan Terrano XV D Pre,Pune,2014,75000,Diesel,Manual,First,19.64 ,1461.0,108.5,5.0,16.82
404,Mahindra Thar CRDe AC,Mumbai,2014,15000,Diesel,Manual,First,16.55 ,2498.0,105.0,6.0,18.22921787709497
405,Ford Ecosport 1.5 DV5 MT Ambiente,Coimbatore,2016,38503,Diesel,Manual,First,22.7 ,1498.0,89.84,5.0,18.22921787709497
406,Honda BRV i-DTEC V MT,Coimbatore,2017,45353,Diesel,Manual,First,21.9 ,1498.0,98.6,7.0,15.59
407,Land Rover Range Rover HSE,Hyderabad,2015,30000,Diesel,Automatic,First,12.7 ,2179.0,187.7,5.0,18.22921787709497
408,Toyota Etios G,Pune,2011,69470,Petrol,Manual,Second,17.6 ,1496.0,88.73,5.0,18.22921787709497
409,Nissan Teana 230jM,Chennai,2008,63288,Petrol,Automatic,First,9.1 ,2349.0,110.38042013311147,5.0,18.22921787709497
410,Volkswagen Polo ALLSTAR 1.2 MPI,Coimbatore,2017,25087,Petrol,Manual,First,16.47 ,1198.0,74.0,5.0,18.22921787709497
411,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,2015,134000,Diesel,Manual,First,12.8 ,2494.0,102.0,7.0,18.22921787709497
412,Chevrolet Cruze LTZ AT,Coimbatore,2015,54955,Diesel,Automatic,Third,14.81 ,1998.0,163.7,5.0,18.22921787709497
413,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2017,28000,Diesel,Manual,First,22.0 ,1582.0,126.2,5.0,15.57
414,Honda Amaze S i-Dtech,Ahmedabad,2015,45250,Diesel,Manual,First,25.8 ,1498.0,98.6,5.0,18.22921787709497
415,Land Rover Discovery 4 SDV6 SE,Kochi,2012,89190,Diesel,Automatic,Second,11.4 ,2993.0,245.41,7.0,18.22921787709497
416,Honda City i DTec VX Option BL,Coimbatore,2017,48184,Diesel,Manual,First,26.0 ,1498.0,98.6,5.0,18.22921787709497
417,Maruti Swift Dzire VDI,Kolkata,2015,42125,Diesel,Manual,First,26.59 ,1248.0,74.0,5.0,18.22921787709497
418,Nissan Micra XV CVT,Coimbatore,2017,47052,Petrol,Automatic,First,19.15 ,1198.0,75.94,5.0,9.51
419,Hyundai i10 Sportz 1.2,Mumbai,2011,67000,Petrol,Manual,Second,20.36 ,1197.0,78.9,5.0,18.22921787709497
420,Hyundai Santro GLS I - Euro II,Bangalore,2011,43189,Petrol,Manual,First,0.0 ,999.0,110.38042013311147,5.0,18.22921787709497
421,Maruti Swift Dzire VDI,Pune,2015,174889,Diesel,Manual,First,26.59 ,1248.0,74.0,5.0,18.22921787709497
422,Maruti Alto LXI,Pune,2004,72135,Petrol,Manual,First,19.7 ,796.0,46.3,5.0,18.22921787709497
423,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2017,17660,Diesel,Manual,First,24.3 ,1248.0,88.5,5.0,11.75
424,Honda Accord 2.4 A/T,Pune,2009,120000,Petrol,Automatic,First,11.7 ,2354.0,177.6,5.0,18.22921787709497
425,Chevrolet Beat LT,Pune,2010,29629,Petrol,Manual,First,18.6 ,1199.0,76.8,5.0,18.22921787709497
426,Maruti Swift VDI BSIV W ABS,Coimbatore,2016,69564,Diesel,Manual,First,17.8 ,1248.0,110.38042013311147,5.0,18.22921787709497
427,Mercedes-Benz GLC 220d 4MATIC Sport,Kochi,2017,34848,Diesel,Automatic,First,17.9 ,2143.0,170.0,5.0,63.47
428,Mahindra Xylo D4 BSIV,Kolkata,2013,61000,Diesel,Manual,First,14.0 ,2498.0,112.0,8.0,18.22921787709497
429,Datsun GO Plus T Petrol,Mumbai,2015,21000,Petrol,Manual,First,19.83 ,1198.0,67.0,7.0,6.7
430,Jaguar XF 2.2 Litre Luxury,Kochi,2015,27912,Diesel,Automatic,First,16.36 ,2179.0,187.7,5.0,18.22921787709497
431,Maruti SX4 VDI,Kochi,2013,62909,Diesel,Manual,First,21.5 ,1248.0,88.8,5.0,18.22921787709497
432,Maruti Celerio VXI,Kochi,2018,33140,Petrol,Manual,First,23.1 ,998.0,67.04,5.0,18.22921787709497
433,Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,Diesel,Automatic,First,21.21 ,1498.0,103.2,5.0,18.22921787709497
434,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,25571,Diesel,Manual,First,22.77 ,1498.0,98.59,5.0,18.22921787709497
435,Hyundai Santro LS zipDrive Euro I,Chennai,2002,120000,Petrol,Manual,Fourth & Above,0.0 ,999.0,110.38042013311147,5.0,18.22921787709497
436,Maruti Ertiga VDI,Kolkata,2016,12020,Diesel,Manual,First,20.77 ,1248.0,88.76,7.0,18.22921787709497
437,Honda Brio VX AT,Mumbai,2014,36665,Petrol,Automatic,First,16.5 ,1198.0,86.8,5.0,18.22921787709497
438,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2018,41502,Diesel,Automatic,First,13.5 ,2477.0,175.56,7.0,34.1
439,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2011,130000,Diesel,Automatic,First,14.21 ,2143.0,203.0,5.0,18.22921787709497
440,Maruti Swift VDI Optional,Bangalore,2017,51000,Diesel,Manual,First,25.2 ,1248.0,74.0,5.0,18.22921787709497
441,Hyundai Accent GLE,Pune,2008,103000,Petrol,Manual,Second,13.2 ,1495.0,94.0,5.0,18.22921787709497
442,Audi A4 2.0 TDI,Delhi,2012,70000,Diesel,Automatic,First,16.55 ,1968.0,147.51,5.0,18.22921787709497
443,Honda City 1.5 S MT,Delhi,2010,56239,Petrol,Manual,Second,17.0 ,1497.0,118.0,5.0,18.22921787709497
444,BMW 3 Series 320d Sport,Ahmedabad,2016,40000,Diesel,Automatic,First,22.69 ,1995.0,190.0,5.0,18.22921787709497
445,Renault KWID Climber 1.0 AMT,Kochi,2018,19964,Petrol,Automatic,First,22.5 ,999.0,67.0,5.0,5.31
446,Mahindra Bolero VLX CRDe,Coimbatore,2012,72246,Diesel,Manual,First,13.6 ,2523.0,63.0,7.0,18.22921787709497
447,Hyundai Creta 1.6 SX Diesel,Kolkata,2018,15000,Diesel,Manual,First,20.5 ,1582.0,126.2,5.0,15.24
448,Tata Nano XT,Bangalore,2016,14000,Petrol,Manual,Fourth & Above,23.9 ,624.0,37.48,4.0,18.22921787709497
449,Volkswagen Polo 1.2 MPI Highline,Pune,2016,22764,Petrol,Manual,First,16.2 ,1199.0,74.0,5.0,18.22921787709497
450,Volkswagen Passat Diesel Highline 2.0 TDI,Pune,2012,65000,Diesel,Automatic,First,18.33 ,1968.0,167.7,5.0,18.22921787709497
451,Isuzu MU 7 4x2 HIPACK,Kolkata,2016,45000,Diesel,Manual,First,12.08 ,2999.0,161.0,7.0,18.22921787709497
452,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2017,32090,Diesel,Automatic,First,13.0 ,2143.0,204.0,5.0,18.22921787709497
453,Mahindra XUV500 W8 2WD,Pune,2014,83000,Diesel,Manual,First,15.1 ,2179.0,140.0,7.0,18.22921787709497
454,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,13.0 ,2143.0,204.0,5.0,18.22921787709497
455,Mahindra XUV500 W8 2WD,Chennai,2013,68000,Diesel,Manual,First,16.0 ,2179.0,140.0,7.0,18.22921787709497
456,Nissan Sunny 2011-2014 XL,Jaipur,2012,105000,Petrol,Manual,First,16.95 ,1498.0,97.7,5.0,18.22921787709497
457,Hyundai Elantra GT,Hyderabad,2006,88000,Petrol,Manual,First,13.0 ,1795.0,127.0,5.0,18.22921787709497
458,Honda Accord VTi-L AT,Mumbai,2007,93000,Petrol,Automatic,Second,11.1 ,2354.0,142.0,5.0,18.22921787709497
459,Honda City i DTEC SV,Delhi,2014,107000,Diesel,Manual,First,26.0 ,1498.0,98.6,5.0,18.22921787709497
460,Toyota Fortuner 4x4 MT,Pune,2011,141844,Diesel,Manual,First,12.55 ,2982.0,168.5,7.0,18.22921787709497
461,Nissan Micra XV CVT,Coimbatore,2015,32469,Petrol,Automatic,First,19.34 ,1198.0,76.0,5.0,18.22921787709497
462,Mahindra XUV500 W6 2WD,Kochi,2015,56318,Diesel,Manual,First,15.1 ,2179.0,140.0,7.0,18.22921787709497
463,Mini Cooper 3 DOOR D,Coimbatore,2017,26002,Diesel,Automatic,First,20.7 ,1496.0,113.98,4.0,36.5
464,Maruti Swift VDI BSIV,Pune,2014,83000,Diesel,Manual,First,25.2 ,1248.0,74.0,5.0,18.22921787709497
465,Chevrolet Beat LS,Pune,2010,80000,Petrol,Manual,Second,18.6 ,1199.0,79.4,5.0,18.22921787709497
466,Maruti Baleno Alpha 1.2,Chennai,2016,56474,Petrol,Manual,Second,21.4 ,1197.0,83.1,5.0,18.22921787709497
467,Mercedes-Benz B Class B180 Sport,Mumbai,2012,26000,Petrol,Automatic,Second,14.8 ,1595.0,120.69,5.0,37.03
468,Audi Q5 2008-2012 2.0 TFSI Quattro,Mumbai,2009,49000,Petrol,Automatic,Second,9.74 ,1984.0,208.0,5.0,18.22921787709497
469,Skoda Laura 1.9 TDI AT Ambiente,Kochi,2010,64132,Diesel,Automatic,Second,17.0 ,1896.0,105.0,5.0,18.22921787709497
470,Hyundai Creta 1.6 CRDi SX Option,Hyderabad,2016,41810,Diesel,Manual,First,19.67 ,1582.0,126.2,5.0,18.22921787709497
471,BMW 7 Series 730Ld,Mumbai,2013,60000,Diesel,Automatic,First,16.46 ,2993.0,258.0,5.0,18.22921787709497
472,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22177,Diesel,Automatic,First,0.0 ,2987.0,165.0,5.0,18.22921787709497
473,Ford Figo Diesel ZXI,Chennai,2014,100000,Diesel,Manual,First,20.0 ,1399.0,68.05,5.0,18.22921787709497
474,Skoda Laura Ambiente 2.0 TDI CR AT,Pune,2012,75000,Diesel,Automatic,First,20.0 ,1968.0,138.1,5.0,18.22921787709497
475,Hyundai i20 1.4 CRDi Magna,Mumbai,2011,68000,Diesel,Manual,First,21.9 ,1396.0,90.0,5.0,18.22921787709497
476,Toyota Innova 2.5 G (Diesel) 7 Seater,Kochi,2016,43518,Diesel,Manual,First,12.99 ,2494.0,100.0,7.0,18.22921787709497
477,Maruti A-Star AT Vxi Aktiv,Pune,2012,39100,Petrol,Automatic,First,16.98 ,998.0,66.1,5.0,18.22921787709497
478,Hyundai Verna 1.6 VTVT,Delhi,2011,58000,Petrol,Manual,First,17.01 ,1591.0,121.3,5.0,18.22921787709497
479,Honda City 1.5 E MT,Mumbai,2010,52000,Petrol,Manual,First,17.0 ,1497.0,118.0,5.0,18.22921787709497
480,BMW 3 Series 320d,Jaipur,2014,80000,Diesel,Automatic,First,13.2 ,1995.0,170.0,5.0,18.22921787709497
481,Maruti Zen Estilo VXI BSIII,Jaipur,2006,96000,Petrol,Manual,Second,18.2 ,998.0,67.1,5.0,18.22921787709497
482,Skoda Superb Elegance 1.8 TSI AT,Delhi,2010,63000,Petrol,Automatic,First,13.7 ,1798.0,157.75,5.0,18.22921787709497
483,Audi Q3 2012-2015 35 TDI Quattro Premium,Hyderabad,2014,50000,Diesel,Automatic,First,15.73 ,1968.0,174.33,5.0,18.22921787709497
484,Hyundai EON D Lite Plus,Hyderabad,2014,15322,Petrol,Manual,First,21.1 ,814.0,55.2,5.0,18.22921787709497
485,Honda Brio E MT,Jaipur,2012,47000,Petrol,Manual,First,19.4 ,1198.0,86.8,5.0,18.22921787709497
486,Volkswagen Vento Diesel Highline,Chennai,2011,76041,Diesel,Manual,First,20.54 ,1598.0,103.6,5.0,18.22921787709497
487,Hyundai Accent GLE,Kolkata,2009,46000,Petrol,Manual,First,13.2 ,1495.0,94.0,5.0,18.22921787709497
488,Mahindra Bolero SLX,Jaipur,2013,160000,Diesel,Manual,Second,15.96 ,2523.0,62.1,7.0,10.86
489,Maruti Celerio ZDi,Bangalore,2015,17000,Diesel,Manual,Second,27.62 ,793.0,47.0,5.0,18.22921787709497
490,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,56000,Diesel,Manual,First,24.0 ,1120.0,70.0,5.0,18.22921787709497
491,Hyundai Getz GVS,Mumbai,2005,35000,Petrol,Manual,First,15.3 ,1341.0,61.0,5.0,18.22921787709497
492,Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2015,54278,Diesel,Manual,First,12.99 ,2494.0,100.6,7.0,18.22921787709497
493,Hyundai Xcent 1.2 CRDi SX,Kolkata,2015,39000,Diesel,Manual,First,25.4 ,1186.0,73.97,5.0,8.85
494,Audi A6 2011-2015 2.0 TDI Premium Plus,Bangalore,2013,40000,Diesel,Automatic,First,17.68 ,1968.0,174.33,5.0,18.22921787709497
495,Ford EcoSport 1.5 Ti VCT AT Titanium,Kolkata,2013,41000,Petrol,Automatic,First,15.63 ,1499.0,110.4,5.0,18.22921787709497
496,BMW 5 Series 530i Sport Line,Kolkata,2011,30342,Petrol,Automatic,First,15.56 ,1998.0,252.0,5.0,59.12
497,Honda City ZX GXi,Mumbai,2008,88000,Petrol,Manual,Second,17.7 ,1497.0,78.0,5.0,18.22921787709497
498,Maruti Wagon R VXI 1.2,Chennai,2018,9000,Petrol,Manual,First,21.5 ,1197.0,81.8,5.0,5.79
499,Maruti Swift Dzire VDi,Delhi,2010,70000,Diesel,Manual,First,19.3 ,1248.0,73.9,5.0,18.22921787709497
500,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,46279,Petrol,Manual,First,16.47 ,1198.0,73.9,5.0,18.22921787709497
501,Maruti Ritz LDi,Pune,2016,105000,Diesel,Manual,Second,23.2 ,1248.0,73.94,5.0,18.22921787709497
502,Chevrolet Optra Magnum 2.0 LT,Chennai,2011,130000,Diesel,Manual,First,16.52 ,1991.0,123.7,5.0,18.22921787709497
503,Renault KWID RXL,Jaipur,2017,30000,Petrol,Manual,First,25.17 ,799.0,53.3,5.0,3.96
504,Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013,54000,Diesel,Manual,First,19.33 ,1968.0,138.03,5.0,18.22921787709497
505,Ford Figo Diesel Titanium,Jaipur,2010,65000,Diesel,Manual,First,20.0 ,1399.0,68.0,5.0,18.22921787709497
506,Maruti Swift Dzire VXi,Hyderabad,2010,70000,Petrol,Manual,First,17.5 ,1298.0,85.8,5.0,18.22921787709497
507,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Pune,2015,46000,Diesel,Automatic,First,13.0 ,2143.0,204.0,5.0,18.22921787709497
508,Chevrolet Spark 1.0 LS,Pune,2007,113000,Petrol,Manual,First,18.0 ,995.0,62.0,5.0,18.22921787709497
509,Hyundai Grand i10 Sportz,Jaipur,2016,67310,Petrol,Manual,First,18.9 ,1197.0,82.0,5.0,18.22921787709497
510,Honda Jazz VX CVT,Pune,2019,1015,Petrol,Automatic,First,19.0 ,1199.0,88.7,5.0,10.55
511,Honda City 1.5 S MT,Jaipur,2011,83035,Petrol,Manual,Second,17.0 ,1497.0,118.0,5.0,18.22921787709497
512,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2015,36983,Diesel,Manual,First,12.99 ,2494.0,100.0,7.0,18.22921787709497
513,Chevrolet Cruze LTZ,Pune,2010,76000,Diesel,Manual,Third,18.3 ,1991.0,147.9,5.0,18.22921787709497
514,Skoda Rapid 1.6 MPI AT Style Plus,Coimbatore,2019,14148,Petrol,Automatic,First,14.3 ,1598.0,103.52,5.0,18.22921787709497
515,Maruti Ritz VDi,Kolkata,2011,71428,Diesel,Manual,First,21.1 ,1248.0,73.9,5.0,18.22921787709497
516,Maruti Ritz ZXi,Mumbai,2015,10500,Petrol,Manual,Second,18.5 ,1197.0,85.8,5.0,18.22921787709497
517,Honda City 1.5 S AT,Kochi,2010,58997,Petrol,Automatic,First,16.8 ,1497.0,118.0,5.0,18.22921787709497
518,Maruti Celerio VXI,Delhi,2015,39842,Petrol,Manual,First,23.1 ,998.0,67.04,5.0,18.22921787709497
519,Maruti Alto K10 LXI CNG,Kochi,2015,47490,CNG,Manual,First,32.26 km/kg,998.0,58.2,4.0,18.22921787709497
520,Tata Indica Vista Aqua 1.2 Safire,Jaipur,2009,45000,Petrol,Manual,First,15.8 ,1172.0,65.0,5.0,18.22921787709497
521,Honda City i VTEC V,Hyderabad,2011,80000,Petrol,Manual,First,17.4 ,1497.0,117.3,5.0,18.22921787709497
522,Toyota Etios Liva Diesel TRD Sportivo,Bangalore,2012,56600,Diesel,Manual,First,23.59 ,1593.5849673202615,110.38042013311147,5.28454619787408,18.22921787709497
523,Skoda Rapid Ultima 1.6 TDI Ambition Plus,Coimbatore,2015,55409,Diesel,Manual,First,20.5 ,1598.0,103.5,5.0,18.22921787709497
524,Maruti SX4 ZXI AT,Mumbai,2009,77000,Petrol,Automatic,First,12.6 ,1586.0,103.3,5.0,18.22921787709497
525,Hyundai i20 new Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0 ,1593.5849673202615,110.38042013311147,5.28454619787408,18.22921787709497
526,Maruti Alto 800 LXI,Coimbatore,2016,59491,Petrol,Manual,First,22.74 ,796.0,47.3,5.0,18.22921787709497
527,Mahindra Scorpio SLX 2.6 Turbo 8 Str,Hyderabad,2007,51000,Diesel,Manual,First,10.5 ,2179.0,120.0,7.0,18.22921787709497
528,Maruti Baleno Zeta 1.2,Coimbatore,2017,18725,Petrol,Manual,First,21.4 ,1197.0,83.1,5.0,18.22921787709497
529,BMW X3 2.5si,Bangalore,2009,92000,Petrol,Automatic,First,11.5 ,2497.0,218.0,5.0,18.22921787709497
530,Maruti Ritz VDi,Coimbatore,2013,61450,Diesel,Manual,First,21.1 ,1248.0,73.9,5.0,18.22921787709497
531,Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016,18592,Petrol,Manual,First,20.3 ,998.0,68.05,5.0,18.22921787709497
532,Chevrolet Enjoy 1.3 TCDi LTZ 7,Bangalore,2013,65137,Diesel,Manual,Second,18.2 ,1248.0,73.74,7.0,18.22921787709497
533,Volkswagen Polo Diesel Comfortline 1.2L,Pune,2011,83000,Diesel,Manual,Second,22.07 ,1199.0,73.9,5.0,18.22921787709497
534,Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,37000,Diesel,Automatic,First,22.32 ,1582.0,126.3,5.0,18.22921787709497
535,Honda BRV i-VTEC V CVT,Coimbatore,2017,14052,Petrol,Automatic,First,16.0 ,1497.0,117.3,7.0,15.73
536,Hyundai i10 Magna 1.2,Coimbatore,2011,45086,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
537,Maruti Wagon R VXI BS IV,Bangalore,2016,25400,Petrol,Manual,Second,20.51 ,998.0,67.04,5.0,18.22921787709497
538,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2008,194500,Diesel,Manual,First,12.8 ,2494.0,102.0,8.0,18.22921787709497
539,Toyota Innova 2.5 V Diesel 8-seater,Pune,2014,89000,Diesel,Manual,First,12.8 ,2494.0,102.0,8.0,18.22921787709497
540,Hyundai Verna 1.4 CX,Kolkata,2012,50000,Diesel,Manual,First,23.5 ,1396.0,88.7,5.0,18.22921787709497
541,Hyundai i20 Sportz AT 1.4,Pune,2012,76551,Petrol,Automatic,First,15.0 ,1396.0,98.6,5.0,18.22921787709497
542,Volkswagen Polo 1.2 MPI Highline,Mumbai,2017,9700,Petrol,Manual,First,16.2 ,1199.0,74.0,5.0,18.22921787709497
543,Hyundai Verna 1.6 EX VTVT,Mumbai,2013,58000,Petrol,Manual,First,17.01 ,1591.0,121.3,5.0,18.22921787709497
544,Hyundai i20 Magna Optional 1.2,Kolkata,2013,46000,Petrol,Manual,Second,18.5 ,1197.0,82.9,5.0,18.22921787709497
545,Hyundai Elantra CRDi SX,Bangalore,2014,72017,Diesel,Manual,First,22.7 ,1582.0,126.24,5.0,18.22921787709497
546,Ford EcoSport 1.5 TDCi Titanium,Kolkata,2015,54407,Diesel,Manual,First,22.77 ,1498.0,98.59,5.0,18.22921787709497
547,Toyota Innova 2.5 VX (Diesel) 8 Seater,Hyderabad,2012,147000,Diesel,Manual,First,12.99 ,2494.0,100.0,8.0,18.22921787709497
548,Audi Q3 35 TDI Quattro Premium Plus,Jaipur,2015,61000,Diesel,Automatic,First,15.73 ,1968.0,174.33,5.0,18.22921787709497
549,Skoda Rapid 1.6 MPI AT Style,Mumbai,2016,18856,Petrol,Automatic,First,14.3 ,1598.0,103.52,5.0,18.22921787709497
550,BMW X6 xDrive30d,Hyderabad,2011,76000,Diesel,Automatic,First,11.2 ,2993.0,241.0,4.0,18.22921787709497
551,Mahindra KUV 100 D75 K8 5Str,Delhi,2017,17700,Diesel,Manual,First,25.32 ,1198.0,77.0,5.0,8.91
552,Nissan Micra Diesel XV,Kochi,2014,82267,Diesel,Manual,First,23.08 ,1461.0,63.1,5.0,18.22921787709497
553,Honda City i VTEC CVT VX,Kochi,2018,27041,Petrol,Automatic,First,18.0 ,1497.0,117.3,5.0,18.22921787709497
554,Maruti Alto K10 VXI,Bangalore,2014,63000,Petrol,Manual,Second,24.07 ,998.0,67.1,5.0,4.7
555,Maruti Wagon R VXI Minor,Hyderabad,2008,61000,Petrol,Manual,First,18.9 ,1061.0,67.0,5.0,18.22921787709497
556,Mahindra TUV 300 2015-2019 T8,Kochi,2018,28466,Diesel,Manual,First,18.49 ,1493.0,100.0,7.0,18.22921787709497
557,Hyundai Santro LS zipPlus,Kolkata,2002,80000,Petrol,Manual,First,0.0 ,1086.0,110.38042013311147,5.0,18.22921787709497
558,Hyundai EON Era Plus,Delhi,2013,35373,Petrol,Manual,First,21.1 ,814.0,55.2,5.0,18.22921787709497
559,Tata New Safari DICOR 2.2 EX 4x2,Jaipur,2014,51000,Diesel,Manual,First,11.57 ,2179.0,138.1,7.0,18.22921787709497
560,Audi A6 2011-2015 2.0 TDI,Mumbai,2013,49000,Diesel,Automatic,First,17.68 ,1968.0,174.33,5.0,18.22921787709497
561,Nissan Sunny Diesel XV,Kolkata,2015,41000,Diesel,Manual,First,22.71 ,1461.0,84.8,5.0,18.22921787709497
562,Toyota Innova 2.5 G4 Diesel 7-seater,Bangalore,2011,82831,Diesel,Manual,Second,12.8 ,2494.0,102.0,7.0,18.22921787709497
563,Honda City 1.5 E MT,Mumbai,2010,52000,Petrol,Manual,First,17.0 ,1497.0,118.0,5.0,18.22921787709497
564,Maruti Swift VDI BSIV,Hyderabad,2015,39736,Diesel,Manual,First,25.2 ,1248.0,74.0,5.0,18.22921787709497
565,Renault Duster 110PS Diesel RxL,Mumbai,2014,26500,Diesel,Manual,First,19.01 ,1461.0,108.45,5.0,18.22921787709497
566,Maruti Dzire VXI,Mumbai,2010,40000,Petrol,Manual,First,22.0 ,1197.0,81.8,5.0,7.67
567,Jeep Compass 2.0 Limited Option 4X4,Coimbatore,2019,5752,Diesel,Manual,First,16.3 ,1956.0,170.0,5.0,27.56
568,Nissan Terrano XV D Pre,Chennai,2015,54000,Diesel,Manual,Second,19.64 ,1461.0,108.5,5.0,17.0
569,Maruti Wagon R LXI,Kolkata,2014,54841,Petrol,Manual,First,22.5 ,998.0,67.04,5.0,4.75
570,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,34000,Diesel,Manual,First,22.7 ,1498.0,89.84,5.0,18.22921787709497
571,Honda Brio E MT,Ahmedabad,2012,16000,Petrol,Manual,First,19.4 ,1198.0,86.8,5.0,18.22921787709497
572,Ford Fiesta 1.4 SXi TDCi,Pune,2009,134000,Diesel,Manual,First,17.8 ,1399.0,110.38042013311147,5.0,18.22921787709497
573,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,24000,Diesel,Automatic,First,18.19 ,1968.0,174.5,5.0,40.73
574,Mahindra Xylo E8,Bangalore,2013,60000,Diesel,Manual,First,14.0 ,2498.0,112.0,8.0,18.22921787709497
575,Hyundai EON 1.0 Era Plus,Kochi,2015,58469,Petrol,Manual,First,20.3 ,998.0,68.05,5.0,18.22921787709497
576,Volkswagen Polo Diesel Highline 1.2L,Pune,2011,110000,Diesel,Manual,Second,22.07 ,1199.0,73.9,5.0,18.22921787709497
577,Hyundai Elantra 2.0 SX Option AT,Kochi,2018,21127,Petrol,Automatic,First,14.62 ,1999.0,149.92,5.0,21.77
578,Toyota Innova 2.0 V,Pune,2013,56000,Petrol,Manual,First,12.4 ,1998.0,132.0,8.0,18.22921787709497
579,Mahindra Xylo H9,Mumbai,2014,101000,Diesel,Manual,First,14.02 ,2179.0,118.3,8.0,18.22921787709497
580,Hyundai i20 1.2 Magna Executive,Hyderabad,2018,13664,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
581,Renault Duster Adventure Edition,Mumbai,2014,65371,Diesel,Manual,First,19.01 ,1461.0,108.45,5.0,18.22921787709497
582,Hyundai Verna VTVT 1.6 SX,Delhi,2014,70428,Petrol,Manual,First,17.0 ,1591.0,121.3,5.0,11.47
583,Hyundai Verna 1.6 CRDI,Bangalore,2012,69010,Diesel,Manual,First,22.32 ,1582.0,126.3,5.0,18.22921787709497
584,Maruti Alto 800 2016-2019 LXI,Kolkata,2017,68000,Petrol,Manual,First,24.7 ,796.0,47.3,5.0,18.22921787709497
585,Nissan Sunny 2011-2014 Diesel XL,Kolkata,2012,45000,Diesel,Manual,First,21.64 ,1461.0,84.8,5.0,18.22921787709497
586,Maruti Swift Dzire Vdi BSIV,Ahmedabad,2017,55945,Diesel,Manual,First,19.3 ,1248.0,73.9,5.0,18.22921787709497
587,Chevrolet Sail Hatchback LS ABS,Hyderabad,2013,70000,Diesel,Manual,First,22.1 ,1248.0,76.9,5.0,18.22921787709497
588,Maruti Wagon R LXI,Mumbai,2014,12000,Petrol,Manual,First,18.9 ,998.0,67.1,5.0,18.22921787709497
589,Toyota Corolla Altis VL AT,Coimbatore,2019,10660,Petrol,Automatic,First,14.28 ,1798.0,138.03,5.0,18.22921787709497
590,Toyota Etios G,Delhi,2012,52052,Petrol,Manual,First,16.78 ,1496.0,88.73,5.0,18.22921787709497
591,Mercedes-Benz New C-Class 220 CDI AT,Chennai,2012,62940,Diesel,Automatic,Second,14.84 ,2143.0,170.0,5.0,18.22921787709497
592,Hyundai Santro Xing GL Plus,Kolkata,2012,102000,Petrol,Manual,First,17.92 ,1086.0,62.1,5.0,18.22921787709497
593,Volkswagen Vento Diesel Highline,Chennai,2012,60000,Diesel,Manual,First,20.54 ,1598.0,103.6,5.0,18.22921787709497
594,Nissan Sunny 2011-2014 XL AT Special Edition,Pune,2013,66000,Petrol,Automatic,First,17.97 ,1498.0,99.6,5.0,18.22921787709497
595,Honda Brio 1.2 VX MT,Hyderabad,2012,41000,Petrol,Manual,First,18.5 ,1198.0,86.8,5.0,7.08
596,Honda CR-V 2.4 4WD AT,Chennai,2005,135000,Petrol,Automatic,Third,10.1 ,2354.0,152.0,5.0,18.22921787709497
